,reaction,lb,ub
1469,EX_3hibup_R[e],0.0,1000
1470,EX_3hibup_S[e],0.0,1000
1471,EX_3hibupglu_S[e],0.0,1000
1472,EX_3hlvstacid[e],0.0,1000
1473,EX_3hpvs[e],0.0,1000
1474,EX_3hpvstet[e],0.0,1000
1475,EX_3hsmvacid[e],0.0,1000
1476,EX_3ispvs[e],0.0,1000
1477,EX_3ohacmp[e],0.0,1000
1478,EX_4bhglz[e],0.0,1000
1479,EX_4hatvacid[e],0.0,1000
1480,EX_4hatvlac[e],0.0,1000
1481,EX_4hmdgluc[e],0.0,1000
1482,EX_4ohmdz[e],0.0,1000
1483,EX_56dhpvs[e],0.0,1000
1484,EX_56eppvs[e],0.0,1000
1485,EX_5ohfvs[e],0.0,1000
1486,EX_5ohfvsglu[e],0.0,1000
1487,EX_6ahglz[e],0.0,1000
1488,EX_6bhglz[e],0.0,1000
1489,EX_6bhglzglc[e],0.0,1000
1490,EX_6csmvacid[e],0.0,1000
1491,EX_6epvs[e],0.0,1000
1492,EX_6hlvst[e],0.0,1000
1493,EX_6hmsmvacid[e],0.0,1000
1494,EX_6hsmvacid[e],0.0,1000
1495,EX_6melvacid[e],0.0,1000
1496,EX_6melvst[e],0.0,1000
1497,EX_6ohfvs[e],0.0,1000
1498,EX_6ohfvsglu[e],0.0,1000
1499,EX_7ahglz[e],0.0,1000
1500,EX_7bhglz[e],0.0,1000
1501,EX_7bhglzglc[e],0.0,1000
1502,EX_7hpvs[e],0.0,1000
1503,EX_acmp[e],0.0,1000
1504,EX_acmpglu[e],0.0,1000
1505,EX_acmpglut[e],0.0,1000
1506,EX_allop[e],0.0,1000
1507,EX_am19cs[e],0.0,1000
1508,EX_am1a4ncs[e],0.0,1000
1509,EX_am1accs[e],0.0,1000
1510,EX_am1acs[e],0.0,1000
1511,EX_am1alcs[e],0.0,1000
1512,EX_am1c4n9cs[e],0.0,1000
1513,EX_am1c9cs[e],0.0,1000
1514,EX_am1ccs[e],0.0,1000
1515,EX_am1cglc[e],0.0,1000
1516,EX_am1csa[e],0.0,1000
1517,EX_am4n9cs[e],0.0,1000
1518,EX_am4ncs[e],0.0,1000
1519,EX_am9csa[e],0.0,1000
1520,EX_atvacid[e],0.0,1000
1521,EX_atvlac[e],0.0,1000
1522,EX_caribup_R[e],0.0,1000
1523,EX_caribup_s[e],0.0,1000
1524,EX_caribupglu_S[e],0.0,1000
1525,EX_crglz[e],0.0,1000
1526,EX_crvs[e],0.0,1000
1527,EX_crvsm1[e],0.0,1000
1528,EX_crvsm23[e],0.0,1000
1529,EX_crvsm24[e],0.0,1000
1530,EX_csa[e],0.0,1000
1531,EX_csasulp[e],0.0,1000
1532,EX_cysacmp[e],0.0,1000
1533,EX_deoxfvs[e],0.0,1000
1534,EX_desfvs[e],0.0,1000
1535,EX_dhglz[e],0.0,1000
1536,EX_dspvs[e],0.0,1000
1537,EX_epoxtac[e],0.0,1000
1538,EX_fvs[e],0.0,1000
1539,EX_fvstet[e],0.0,1000
1540,EX_fvstetglu[e],0.0,1000
1541,EX_glc3meacp[e],0.0,1000
1542,EX_glz[e],0.0,1000
1543,EX_gtacmp[e],0.0,1000
1544,EX_ibup_R[e],0.0,1000
1545,EX_ibup_S[e],0.0,1000
1546,EX_ibupgluc[e],0.0,1000
1547,EX_isolvstacid[e],0.0,1000
1548,EX_lst4exp[e],0.0,1000
1549,EX_lstn[e],0.0,1000
1550,EX_lstn1gluc[e],0.0,1000
1551,EX_lstnm1[e],0.0,1000
1552,EX_lstnm2[e],0.0,1000
1553,EX_lstnm4[e],0.0,1000
1554,EX_lstnm5[e],0.0,1000
1555,EX_lstnm7[e],0.0,1000
1556,EX_lvst[e],0.0,1000
1557,EX_mdz[e],0.0,1000
1558,EX_mdzglc[e],0.0,1000
1559,EX_meracmp[e],0.0,1000
1560,EX_mhglz[e],0.0,1000
1561,EX_ndersv[e],0.0,1000
1562,EX_nfd[e],0.0,1000
1563,EX_nfdac[e],0.0,1000
1564,EX_nfdlac[e],0.0,1000
1565,EX_nfdnpy[e],0.0,1000
1566,EX_nfdoh[e],0.0,1000
1567,EX_oxyp[e],0.0,1000
1568,EX_oxyp1rb[e],0.0,1000
1569,EX_oxyp7rb[e],0.0,1000
1570,EX_profvs[e],0.0,1000
1571,EX_ptvst[e],0.0,1000
1572,EX_ptvstlac[e],0.0,1000
1573,EX_ptvstm3[e],0.0,1000
1574,EX_pvs[e],0.0,1000
1575,EX_pvsgluc[e],0.0,1000
1576,EX_rsv[e],0.0,1000
1577,EX_rsvlac[e],0.0,1000
1578,EX_s3meacmp[e],0.0,1000
1579,EX_smv[e],0.0,1000
1580,EX_smvacid[e],0.0,1000
1581,EX_stacmp[ev],0.0,1000
1582,EX_sulpacmp[e],0.0,1000
1583,EX_tacr[e],0.0,1000
1584,EX_tauribup_S[e],0.0,1000
1585,EX_thrfvs[e],0.0,1000
1586,EX_tmd[e],0.0,1000
1587,EX_tmdm1[e],0.0,1000
1588,EX_tmdm3[e],0.0,1000
1589,EX_tmdm5[e],0.0,1000
1590,EX_tripvs[e],0.0,1000
1591,EX_tsacmgluc[e],0.0,1000
1592,EX_tsacmsul[e],0.0,1000
1593,EX_lvstacid[e],0.0,1000
1594,EX_ptvstm13[e],0.0,1000
1595,EX_1a25dhvitd2[e],0.0,1000
1596,EX_M02956[e],0.0,1000
1597,EX_M00234[e],0.0,1000
1598,EX_M01807[e],0.0,1000
1599,EX_M00503[e],0.0,1000
1600,EX_M00241[e],0.0,1000
1601,EX_M01820[e],0.0,1000
1602,EX_M00510[e],0.0,1000
1603,EX_M01819[e],0.0,1000
1604,EX_M00003[e],0.0,1000
1605,EX_M00008[e],0.0,1000
1606,EX_M00010[e],0.0,1000
1607,EX_M00017[e],0.0,1000
1608,EX_M00019[e],0.0,1000
1609,EX_M00021[e],0.0,1000
1610,EX_M00115[e],0.0,1000
1611,EX_M00117[e],0.0,1000
1612,EX_M00260[e],0.0,1000
1613,EX_M00265[e],0.0,1000
1614,EX_M00315[e],0.0,1000
1615,EX_M00341[e],0.0,1000
1616,EX_M01197[e],0.0,1000
1617,EX_M01207[e],0.0,1000
1618,EX_M01235[e],0.0,1000
1619,EX_M01238[e],0.0,1000
1620,EX_M01582[e],0.0,1000
1621,EX_M02053[e],0.0,1000
1622,EX_M02457[e],0.0,1000
1623,EX_M02613[e],0.0,1000
1624,EX_M02745[e],0.0,1000
1625,EX_M03045[e],0.0,1000
1626,EX_M03051[e],0.0,1000
1627,EX_M03153[e],0.0,1000
1628,EX_M01268[e],0.0,1000
1629,EX_HC02080[e],0.0,1000
1630,EX_h2co3[e],0.0,1000
1631,EX_M02446[e],0.0,1000
1632,EX_M02447[e],0.0,1000
1633,EX_M02449[e],0.0,1000
1634,EX_M02451[e],0.0,1000
1635,EX_M02382[e],0.0,1000
1636,EX_M02035[e],0.0,1000
1637,EX_M02467[e],0.0,1000
1638,EX_M02821[e],0.0,1000
1639,EX_mg2[e],0.0,1000
1640,EX_cu2[e],0.0,1000
1641,EX_M01571[e],0.0,1000
1642,HMR_10025,0.0,1000
1643,HMR_10026,0.0,1000
1644,HMR_10027,0.0,1000
1645,HMR_10028,0.0,1000
1646,HMR_10029,0.0,1000
1647,HMR_10030,0.0,1000
1648,HMR_10031,0.0,1000
1649,HMR_10032,0.0,1000
1650,HMR_10047,0.0,1000
1651,HMR_10060,0.0,1000
1652,HMR_10074,0.0,1000
1653,HMR_10076,0.0,1000
1654,HMR_10077,0.0,1000
1655,HMR_10078,0.0,1000
1656,HMR_10081,0.0,1000
1657,HMR_10083,0.0,1000
1658,HMR_10084,0.0,1000
1659,HMR_10085,0.0,1000
1660,HMR_10086,0.0,1000
1661,HMR_10087,0.0,1000
1662,HMR_10088,0.0,1000
1663,HMR_10089,0.0,1000
1664,HMR_10090,0.0,1000
1665,HMR_10091,0.0,1000
1666,HMR_10132,0.0,1000
